model,accuracy,genderStatus,genderIdentity
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,0,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,0,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Man
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,1,CIS,Woman
IRNv1,0,CIS,Woman
IRNv1,0,CIS,Woman
